0;0
1;0
2;0
3;2
4;4
5;0
6;2
7;2
8;2
9;0
10;2
11;0
12;2
13;0
14;0
15;0
16;0
17;2
18;2
19;1
20;1
21;0
22;0
23;2
24;1
25;1
26;0
27;1
28;0
29;0
30;0
31;2
32;0
33;0
34;0
35;0
36;0
37;0
38;0
39;0
40;1
41;0
42;1
43;0
44;2
45;0
46;2
47;0
48;1
49;0
50;0
51;0
52;2
53;0
54;0
55;0
56;0
57;1
58;1
59;2
60;1
61;0
62;0
63;0
64;0
65;0
66;1
67;0
68;1
69;0
70;1
71;0
72;1
73;0
74;0
75;0
76;0
77;0
78;0
79;0
80;2
81;0
82;2
83;0
84;0
85;2
86;0
87;0
88;0
89;0
90;0
91;1
92;0
93;0
94;2
95;0
96;2
97;0
98;0
99;0
100;1
101;0
102;1
103;0
104;0
105;0
106;0
107;2
108;0
109;0
110;0
111;0
112;0
113;0
114;0
115;0
116;0
117;0
118;0
119;0
120;2
121;1
122;1
123;0
124;1
125;0
126;0
127;0
128;2
129;0
130;2
131;0
132;0
133;0
134;1
135;0
136;0
137;0
138;0
139;2
140;1
141;0
142;2
143;0
144;0
145;0
146;0
147;0
148;0
149;0
150;2
151;2
152;0
153;2
154;1
155;2
156;0
157;0
158;2
159;0
160;2
161;0
162;0
163;0
164;0
165;0
166;0
167;0
168;0
169;0
170;2
171;2
172;1
173;0
174;0
175;0
176;4
177;0
178;2
179;2
180;0
181;0
182;2
183;0
184;1
185;0
186;0
187;0
188;0
189;1
190;0
191;0
192;0
193;0
194;2
195;0
196;1
197;0
198;0
199;0
200;2
201;2
202;1
203;0
204;2
205;0
206;2
207;0
208;0
209;0
210;1
211;0
212;0
213;0
214;0
215;0
216;0
217;0
218;0
219;2
220;1
221;0
222;0
223;0
224;0
225;2
226;2
227;2
228;0
229;0
230;0
231;0
232;1
233;0
234;0
235;0
236;0
237;0
238;2
239;1
240;0
241;2
242;0
243;2
244;0
245;0
246;2
247;1
248;0
249;0
250;0
251;0
252;1
253;0
254;2
255;1
256;0
257;0
258;0
259;0
260;2
261;2
262;1
263;2
264;1
265;0
266;0
267;0
268;0
269;1
270;0
271;0
272;2
273;0
274;0
275;0
276;2
277;2
278;2
279;0
280;4
281;0
282;0
283;0
284;2
285;0
286;2
287;0
288;2
289;0
290;0
291;0
292;0
293;0
294;0
295;0
296;2
297;0
298;0
299;0
300;0
301;0
302;0
303;0
304;0
305;1
306;0
307;0
308;0
309;0
310;0
311;0
312;0
313;1
314;0
315;0
316;1
317;2
318;0
319;1
320;2
321;0
322;0
323;0
324;2
325;2
326;0
327;0
328;0
329;0
330;0
331;0
332;0
333;0
334;1
335;2
336;2
337;0
338;0
339;2
340;1
341;0
342;2
343;0
344;0
345;0
346;1
347;0
348;1
349;0
350;0
351;2
352;2
353;0
354;2
355;2
356;2
357;0
358;2
359;2
360;2
361;2
362;2
363;1
364;1
365;0
366;0
367;0
368;0
369;2
370;0
371;2
372;1
373;0
374;0
375;0
376;1
377;0
378;2
379;2
380;1
381;0
382;0
383;2
384;4
385;0
386;1
387;2
388;2
389;0
390;2
391;0
392;4
393;0
394;0
395;0
396;1
397;0
398;1
399;0
400;1
401;0
402;2
403;0
404;2
405;1
406;0
407;0
408;0
409;0
410;0
411;2
412;0
413;2
414;2
415;2
416;4
417;2
418;2
419;0
420;2
421;0
422;0
423;0
424;2
425;2
426;2
427;0
428;2
429;0
430;0
431;1
432;0
433;2
434;2
435;0
436;0
437;0
438;0
439;0
440;1
441;0
442;0
443;2
444;4
445;0
446;2
447;1
448;0
449;0
450;0
451;0
452;2
453;1
454;0
455;0
456;2
457;0
458;0
459;0
460;1
461;2
462;0
463;0
464;0
465;0
466;0
467;2
468;1
469;0
470;0
471;0
472;2
473;0
474;0
475;1
476;0
477;0
478;0
479;0
480;0
481;2
482;2
483;0
484;0
485;0
486;0
487;0
488;0
489;0
490;2
491;2
492;1
493;0
494;2
495;0
496;1
497;0
498;0
499;0
500;2
501;2
502;2
503;2
504;2
505;0
506;2
507;1
508;0
509;2
510;0
511;0
512;2
513;1
514;0
515;0
516;2
517;0
518;0
519;0
520;0
521;0
522;0
523;0
524;0
525;2
526;2
527;0
528;2
529;2
530;0
531;0
532;0
533;0
