0;2
1;0
2;0
3;1
4;0
5;0
6;0
7;0
8;0
9;0
10;2
11;0
12;0
13;1
14;0
15;0
16;2
17;0
18;2
19;0
20;2
21;2
22;0
23;0
24;0
25;0
26;0
27;0
28;0
29;0
30;0
31;0
32;0
33;0
34;1
35;0
36;0
37;1
38;0
39;0
40;0
41;0
42;0
43;0
44;0
45;0
46;0
47;0
48;2
49;2
50;2
51;0
52;0
53;0
54;0
55;0
56;0
57;2
58;0
59;2
60;2
61;2
62;0
63;0
64;0
65;0
66;0
67;0
68;0
69;0
70;0
71;0
72;0
73;0
74;2
75;2
76;1
77;0
78;0
79;0
80;0
81;2
82;0
83;0
84;2
85;0
86;0
87;0
88;2
89;1
90;0
91;0
92;0
93;1
94;0
95;0
96;2
97;0
98;0
99;0
100;0
101;2
102;1
103;0
104;0
105;0
106;1
107;0
108;0
109;2
110;0
111;2
112;0
113;0
114;0
115;1
116;0
117;2
118;2
119;0
120;0
121;0
122;0
123;0
124;0
125;0
126;0
127;2
128;0
129;0
130;0
131;0
132;0
133;0
134;2
135;1
136;2
137;0
138;1
139;0
140;0
141;0
142;0
143;0
144;1
145;0
146;1
147;0
148;0
149;0
150;0
151;0
152;0
153;0
154;0
155;1
156;0
157;0
158;0
159;1
160;0
161;0
162;0
163;0
164;0
165;0
166;2
167;0
168;0
169;0
170;0
171;2
172;0
173;2
174;1
175;0
176;0
177;1
178;0
179;2
180;0
181;0
182;2
183;1
184;2
185;2
186;2
187;0
188;1
189;0
190;0
191;0
192;2
193;0
194;2
195;1
196;0
197;0
198;0
199;1
200;0
201;0
202;0
203;1
204;0
205;0
206;0
207;0
208;2
209;0
210;0
211;0
212;0
213;0
214;0
215;0
216;0
217;0
218;2
219;0
220;0
221;1
222;0
223;0
224;2
225;0
226;2
227;0
228;1
229;0
230;0
231;0
232;0
233;1
234;0
235;0
236;2
237;0
238;1
239;0
240;2
241;0
242;0
243;0
244;0
245;0
246;1
247;2
248;1
249;0
250;0
251;0
252;0
253;0
254;0
255;0
256;0
257;0
258;1
259;0
260;0
261;0
262;0
263;1
264;0
265;1
266;1
267;0
268;0
269;0
270;0
271;0
272;1
273;0
274;0
275;0
276;0
277;0
278;2
279;0
280;0
281;0
282;0
283;0
284;0
285;0
286;1
287;0
288;1
289;0
290;0
291;0
292;0
293;0
294;0
295;0
296;0
297;0
298;1
299;0
300;0
301;0
302;0
303;0
304;0
305;0
306;0
307;0
308;0
309;1
310;0
311;0
312;0
313;0
314;0
315;2
316;0
317;0
318;0
319;0
320;0
321;1
322;1
323;1
324;0
325;0
326;2
327;0
328;0
329;1
330;0
331;0
332;0
333;1
334;0
335;0
336;1
337;1
338;1
339;0
340;2
341;0
342;0
343;0
344;2
345;0
346;0
347;1
348;0
349;0
350;2
351;0
352;2
353;0
354;0
355;0
356;2
357;0
358;1
359;0
360;0
361;1
362;2
363;0
364;0
365;0
366;0
367;2
368;0
369;0
370;0
371;0
372;0
373;0
374;0
375;1
376;0
377;0
378;2
379;0
380;2
381;0
382;0
383;1
384;0
385;0
386;0
387;0
388;0
389;2
390;0
391;2
392;1
393;2
394;0
395;0
396;0
397;0
398;0
399;1
400;0
401;0
402;0
403;0
404;1
405;0
406;0
407;2
408;0
409;0
410;2
411;0
412;0
413;0
414;0
415;0
416;0
417;1
418;0
419;0
420;0
421;0
422;2
423;0
424;0
425;0
426;1
427;0
428;0
429;0
430;0
431;0
432;0
433;0
434;0
435;0
436;0
437;2
438;0
439;1
440;2
441;0
442;0
443;0
444;0
445;0
446;0
447;0
448;2
449;0
450;0
451;0
452;0
453;0
454;0
455;0
456;1
457;0
458;0
459;0
460;1
461;0
462;0
463;2
464;1
465;0
466;0
467;2
468;0
469;1
470;0
471;0
472;2
473;1
474;0
475;1
476;0
477;0
478;0
479;1
480;1
481;1
482;2
483;2
484;0
485;0
486;2
487;1
488;1
489;0
490;0
491;0
492;0
493;0
494;0
495;0
496;0
497;0
498;0
499;0
500;0
501;1
502;1
503;0
504;1
505;0
506;0
507;1
508;0
509;0
510;0
511;0
512;0
513;0
514;1
515;0
516;1
517;0
518;0
519;0
520;1
521;0
522;1
523;1
524;0
525;0
526;0
527;1
528;0
529;0
530;0
531;0
532;1
533;0
534;0
535;0
536;0
537;0
538;0
539;2
540;0
541;0
542;0
543;0
544;0
545;2
546;0
547;0
548;0
549;0
550;0
551;0
552;0
553;0
554;2
555;0
556;0
557;0
558;0
559;0
560;1
561;0
562;0
563;2
564;0
565;1
566;0
567;0
568;2
569;0
570;0
571;1
572;0
573;1
574;0
575;0
576;0
577;1
578;0
579;0
580;0
581;0
582;0
583;0
584;0
585;0
586;0
587;0
588;0
589;2
590;0
591;0
592;0
593;0
594;2
595;2
596;1
597;0
598;1
599;0
600;0
601;2
602;0
603;0
604;1
605;0
606;0
607;1
608;0
609;0
610;0
611;0
612;0
613;0
614;0
615;0
616;0
617;0
618;0
619;2
620;2
621;0
622;0
623;2
624;0
625;0
626;1
627;0
628;0
629;1
630;0
631;0
632;2
633;0
634;0
635;1
636;0
637;0
638;0
639;0
640;1
641;0
642;0
643;0
644;0
645;0
646;0
647;0
648;0
649;1
650;0
651;0
652;0
653;0
654;0
655;0
656;0
657;0
658;2
659;0
660;0
661;0
662;2
663;2
664;1
665;0
666;0
667;2
668;0
669;0
670;2
671;2
672;0
673;0
674;2
675;1
676;0
677;0
678;0
679;0
680;2
681;1
682;2
683;0
684;0
685;0
686;1
687;0
688;0
689;0
690;0
691;0
692;0
693;0
694;1
695;0
696;0
697;2
698;0
699;0
700;0
701;1
702;0
703;2
704;0
705;0
706;0
707;0
708;0
709;0
710;0
711;0
712;0
713;0
714;0
715;0
716;0
717;0
718;0
719;0
720;0
721;0
722;0
723;0
724;1
725;0
726;0
727;2
728;0
729;0
730;0
731;0
732;1
733;0
734;0
735;0
736;0
737;0
738;0
739;0
740;2
741;1
742;0
743;0
744;0
745;0
746;0
747;2
748;2
749;1
750;0
751;1
752;2
753;0
754;1
755;0
756;0
757;0
758;0
759;0
760;2
761;0
762;0
763;0
764;1
765;0
766;1
767;0
768;0
769;0
770;0
771;1
772;0
773;0
774;0
775;1
776;0
777;2
778;2
779;0
780;1
781;2
782;0
783;0
784;1
785;1
786;2
787;0
788;0
789;0
790;0
791;1
792;0
793;0
794;1
795;0
796;0
797;0
798;0
799;0
800;0
801;2
802;2
803;0
804;0
805;0
806;0
807;0
808;0
809;0
810;2
811;0
812;0
813;0
814;0
815;0
816;2
817;2
818;2
819;0
820;0
821;2
822;0
823;1
824;0
825;0
826;2
827;0
828;2
829;0
830;0
831;0
832;0
833;0
834;2
835;0
836;0
837;0
838;0
839;0
840;2
841;0
842;2
843;2
844;1
845;1
846;0
847;0
848;1
849;0
850;1
851;0
852;0
853;0
854;0
855;0
856;1
857;0
858;1
859;0
860;0
861;1
862;0
863;0
864;0
865;0
866;0
867;0
868;0
869;0
870;0
871;1
872;0
873;0
874;2
875;0
876;0
877;0
878;0
879;0
880;0
881;0
882;0
883;0
884;0
885;0
886;0
887;0
888;0
889;0
890;0
891;0
892;0
893;0
894;0
895;0
896;0
897;0
898;1
899;0
900;0
901;0
902;0
903;2
904;0
905;0
906;0
907;0
908;0
909;1
910;2
911;1
912;0
913;1
914;1
915;0
916;0
917;0
918;0
919;0
920;1
921;2
922;0
923;0
924;0
925;0
926;0
927;0
928;0
929;1
930;0
931;0
932;0
933;0
934;0
935;0
936;0
937;0
938;1
939;1
940;0
941;0
942;0
943;0
944;0
945;1
946;0
947;0
948;0
949;0
950;0
951;0
952;0
953;0
954;1
955;0
956;2
957;1
958;0
959;2
960;0
961;2
962;2
963;1
964;2
965;1
966;2
967;0
968;1
969;0
970;0
971;0
972;0
973;0
974;1
975;0
976;0
977;0
978;0
979;2
980;0
981;0
982;0
983;0
984;0
985;0
986;1
987;0
988;0
989;0
990;0
991;0
992;2
993;1
994;0
995;0
996;0
997;0
998;0
999;2
1000;2
1001;0
1002;0
1003;0
1004;0
1005;0
1006;0
1007;0
1008;0
1009;2
1010;0
1011;0
1012;0
1013;0
1014;1
1015;0
1016;0
1017;0
1018;0
1019;0
1020;0
1021;0
1022;0
1023;0
